comment,Sentiment,processed,sentiment_fix
村支书与妇女主任就非常快乐,0,村支书与妇女主任就非常快乐,0
国庆去参加婚礼，住的酒店一天中午11对结婚的,2,国庆去参加婚礼住的酒店一天中午11对结婚的,0
没错你爱说啥说啥我的人生我自己过,0,没错你爱说啥说啥我的人生我自己过,0.5
呼和浩特二三胎家庭补贴5000,2,呼和浩特二三胎家庭补贴5000,0
只活到60岁是幸福的 只活到70岁没病没痛也是幸福的。但是结了婚有了孩子活到了80不一定幸福,0,只活到60岁是幸福的 只活到70岁没病没痛也是幸福的但是结了婚有了孩子活到了80不一定幸福,1
把房价打下来才是王道,0,把房价打下来才是王道,0.5
反正我单身，我快乐啊,0,反正我单身我快乐啊,0
太对了,2,太对了,0
快乐极了,0,快乐极了,0
生男赔钱,0,生男赔钱,0
马来西亚二十年前就这样了,0,马来西亚二十年前就这样了,0
遥遥领先,2,遥遥领先,1
求爷爷告奶奶的上学,2,求爷爷告奶奶的上学,1
就是清醒了 不被pua了,0,就是清醒了 不被pua了,0.5
好的好的,2,好的好的,0.5
降至5亿人最好，鲶鱼死绝更好！,2,降至5亿人最好鲶鱼死绝更好,0
我要有个闺女我真是积德了,1,我要有个闺女我真是积德了,0
挺好,2,挺好,0.5
我妈说以后一定要结婚生子，以后养老，我说同性恋的事，反应很激烈,2,我妈说以后一定要结婚生子以后养老我说同性恋的事反应很激烈,0
这些是五六年前的问题，现在的问题在于女人在面对婚姻问题时让男人心寒胆怯,0,这些是五六年前的问题现在的问题在于女人在面对婚姻问题时让男人心寒胆怯,1
快乐的一比,0,快乐的一比,0
地址正确,2,地址正确,0
我家两个女孩，广东,2,我家两个女孩广东,0.5
遥遥领先,2,遥遥领先,1
单身26年，不快乐,0,单身26年不快乐,0
真快乐,0,真快乐,0
三、是活着没有尊严，干得越多，越多活干,0,三是活着没有尊严干得越多越多活干,1
确实是红利,0,确实是红利,0.5
遥遥领先,2,遥遥领先,1
还是太多了,0,还是太多了,0
专家:可以先结婚，然后再工作，实在不行把房子租出去,0,专家可以先结婚然后再工作实在不行把房子租出去,0
那是相当快乐,0,那是相当快乐,0
快乐到你无法想象,0,快乐到你无法想象,0
nas那是相当快乐,0,nas那是相当快乐,0
可太快乐了,0,可太快乐了,0
首先找不到对象，找到的没钱生不敢生,0,首先找不到对象找到的没钱生不敢生,0
整顿职场，你是看电视看多了吧！,0,整顿职场你是看电视看多了吧,0
要一个刚入社会的男孩有车有房有存款，学历还不能低，太难了。,0,要一个刚入社会的男孩有车有房有存款学历还不能低太难了,0
还不够,0,还不够,0
操操,0,操操,0.5
没有，今年也是900多万,0,没有今年也是900多万,0.5
穷,0,穷,0
zz,2,zz,0
别天天扯地域好吧？各地都有,0,别天天扯地域好吧各地都有,0
。。我甚至不谈恋爱 爽的要死好吗,0,我甚至不谈恋爱 爽的要死好吗,1
房价还是太低了，继续涨啊！DOG,0,房价还是太低了继续涨啊DOG,0
确实，到社会后学校教的三观全部破碎。且破碎越早的混的好，,0,确实到社会后学校教的三观全部破碎且破碎越早的混的好,1
遥遥领先,2,遥遥领先,1
只能说没钱,0,只能说没钱,0
男女比例是多少,1,男女比例是多少,0
不自由，宁勿死。,0,不自由宁勿死,0.5
像，太像了,0,像太像了,0
遥遥领先,2,遥遥领先,1
这不全都是好事嘛！,0,这不全都是好事嘛,0
这个未来有没有我都还成问题,0,这个未来有没有我都还成问题,0.5
然而事实是也就网上反击而已,0,然而事实是也就网上反击而已,0
\,2,无内容,0
家里有好多房子要继承，肯定得男孩,2,家里有好多房子要继承肯定得男孩,1
挺快乐的,0,挺快乐的,0
拖孩,1,拖孩,0
儒家思想甄姬吧害人啊,0,儒家思想甄姬吧害人啊,0.5
主要是食品安全,2,主要是食品安全,0
真快乐啊,0,真快乐啊,0
还没一个退休公务员的工资高。,0,还没一个退休公务员的工资高,0
不好意思，85后只想单着,0,不好意思85后只想单着,0
全中，别结婚,2,全中别结婚,0
你确定不是因为生了儿子后就不敢再生了,0,你确定不是因为生了儿子后就不敢再生了,0
养了个猫子，超快乐！,0,养了个猫子超快乐,0
太慢了,0,太慢了,0
那你去找别人干吧,0,那你去找别人干吧,0
太多了,0,太多了,0
花200就能解决的问题，为什么要花20万？,0,花200就能解决的问题为什么要花20万,0
没有烦恼就是最大的快乐～,0,没有烦恼就是最大的快乐,0
还是太多了。,0,还是太多了,0
花200,2,花200,0
好好好,0,好好好,0
福建才不会这样，我身边好多都是只生女儿的,0,福建才不会这样我身边好多都是只生女儿的,1
大部分能养一个孩子就不错了,0,大部分能养一个孩子就不错了,1
保护,0,保护,0
保护,0,保护,0
四幼制,2,四幼制,0
马上奔四了。暂时快乐,0,马上奔四了暂时快乐,0
好好好,0,好好好,0
好哇！,2,好哇,0
人口多的一线城市房价还是会居高不下,2,人口多的一线城市房价还是会居高不下,0
主要是结了婚防不住出轨女人生了孩子没有保障,0,主要是结了婚防不住出轨女人生了孩子没有保障,1
好，好 ，，,2,好好 ,0
全尼玛给房贷了！我觉得身体还每况愈下！,0,全尼玛给房贷了我觉得身体还每况愈下,1
笑死,0,笑死,0
又不肯给钱怎么生啊，苏州还是杭州二胎给五千块还是七千块，而且还是一次性的，这点钱都不够把小孩子养到一岁,0,又不肯给钱怎么生啊苏州还是杭州二胎给五千块还是七千块而且还是一次性的这点钱都不够把小孩子养到一岁,0
再创新低！好！,2,再创新低好,0
再接再厉,2,再接再厉,1
这才是正确的～你看看欧洲那些生活环境就知道了,2,这才是正确的你看看欧洲那些生活环境就知道了,1
好,2,好,0
好好好,0,好好好,0
这么多？,0,这么多,0
买房买车的首付，不得用几年时间去挣嘛,0,买房买车的首付不得用几年时间去挣嘛,0
好好好,0,好好好,0
扯淡  我家亲戚里面10个有8个是男孩  做梦都想要个女孩,0,扯淡  我家亲戚里面10个有8个是男孩  做梦都想要个女孩,0
广州土著表示女孩好～招商银行呢233,2,广州土著表示女孩好招商银行呢233,0
快乐,0,快乐,0
我倒是想要女儿,2,我倒是想要女儿,0.5
没肩负责任的单身狗当然抬杠得有理有据，成家立业没资源没背景按照常理去走才能留得一条狗命。,0,没肩负责任的单身狗当然抬杠得有理有据成家立业没资源没背景按照常理去走才能留得一条狗命,0
二婚的算了嘛？,0,二婚的算了嘛,0
你就不是年轻人了？,0,你就不是年轻人了,0.5
这话说的，你币有了,0,这话说的你币有了,0
韩国怀孕还得给老公备饭做家务整理衣服，能生才怪呢,0,韩国怀孕还得给老公备饭做家务整理衣服能生才怪呢,0.5
吃瓜吃到自己家,0,吃瓜吃到自己家,0
找到兴趣相投的另外一半，丁克过日子，这就最好，不然就一个人吧,2,找到兴趣相投的另外一半丁克过日子这就最好不然就一个人吧,1
是的，这样不好,0,是的这样不好,0
快乐！,0,快乐,0
保护,0,保护,0
30！,2,30,0
思想开放的表现不是坏事～,0,思想开放的表现不是坏事,1
越看越通透,2,越看越通透,0
我们这边85后结婚的就少了,1,我们这边85后结婚的就少了,0
捏妈,0,捏妈,0
快乐的无法想象,0,快乐的无法想象,0
过于真实,0,过于真实,0
我很快乐，经常可以几百块钱爱情,0,我很快乐经常可以几百块钱爱情,0
催了也没用,0,催了也没用,0
我86年的，现在还是单身狗,0,我86年的现在还是单身狗,0
不是不想结不想生，是因为要负责任，我没有能力承担这个责任也没钱,0,不是不想结不想生是因为要负责任我没有能力承担这个责任也没钱,0
我把自己的人生过好就已经很不容易了,0,我把自己的人生过好就已经很不容易了,1
保护,0,保护,0
是的,2,是的,0
福建广东，女孩不太当人,0,福建广东女孩不太当人,0.5
离婚后太爽了,0,离婚后太爽了,1
不快乐，但是没有各方面的压力,0,不快乐但是没有各方面的压力,0
也代表我的看法,2,也代表我的看法,0.5
干得漂亮！,2,干得漂亮,0.5
找不到有共鸣的人,0,找不到有共鸣的人,0
加油我们是冠军,2,加油我们是冠军,1
你这么迟钝？,0,你这么迟钝,0
人又多 工作距离住址又远 累不累，发展AI的目的是什么也不知道 ,0,人又多 工作距离住址又远 累不累发展AI的目的是什么也不知道 ,0
还有800W急什么,0,还有800W急什么,0
保护,0,保护,0
不，也算我一个,0,不也算我一个,0
？,0,无内容,0
很赞同up,2,很赞同up,0.5
保护,0,保护,0
穷！,0,穷,0
房的压力 工作的压力,1,房的压力 工作的压力,1
我都43了还单着呢！挺快乐的啊！,0,我都43了还单着呢挺快乐的啊,0
保护,0,保护,0
还有800万人想不通 哈哈哈,2,还有800万人想不通 哈哈哈,1
那可是相当的快乐。,0,那可是相当的快乐,0
管他那么多 把自己的人生过好就行,0,管他那么多 把自己的人生过好就行,1
想多了，不是担心不挤，而是医院产科不存在。,0,想多了不是担心不挤而是医院产科不存在,0
加油！加油！,2,加油加油,1
房子都买不起，谁跟你结婚啊？房价是哪个公司调控的啊？o.0？,0,房子都买不起谁跟你结婚啊房价是哪个公司调控的啊o0,0
确实,0,确实,0
妈呀贵阳青云市集,2,妈呀贵阳青云市集,0
但是我可能连“现在”都没有,0,但是我可能连现在都没有,0
也代表我的看法,2,也代表我的看法,0.5
可太快乐了  ,0,可太快乐了  ,0
师傅别念了，开始窒息了,2,师傅别念了开始窒息了,0
太清醒拉,0,太清醒拉,0.5
快乐啊！,0,快乐啊,0
快乐啊不谈恋爱更快乐,0,快乐啊不谈恋爱更快乐,0
遥遥领先,2,遥遥领先,1
必须三连  说出我的心声了 上面已没信任可言,0,必须三连  说出我的心声了 上面已没信任可言,0
遥遥领先,2,遥遥领先,1
中国不缺我一个，谁想谁生去吧,0,中国不缺我一个谁想谁生去吧,0
加油，继续减！人口降到3，4E的时候，日子就好过了,2,加油继续减人口降到34E的时候日子就好过了,1
你能解决父母的执着吗？广东人路过,0,你能解决父母的执着吗广东人路过,1
结婚干什么呢，养的活自己吗？娶得起老婆吗？乐，就应该跌的这么惨。,0,结婚干什么呢养的活自己吗娶得起老婆吗乐就应该跌的这么惨,0
我点赞了，你呢？？,2,我点赞了你呢,0
保护,0,保护,0
好，太好了，就应该这样。,2,好太好了就应该这样,0
不是不结婚 是结不起,0,不是不结婚 是结不起,0
遥遥领先,2,遥遥领先,1
也是我的看法,2,也是我的看法,0
太对啦,2,太对啦,0
听君一席话,2,听君一席话,1
遥遥领先,2,遥遥领先,1
6,2,6,0
跑得快好啊,2,跑得快好啊,0.5
好,2,好,0
怎么没有字幕了呀,0,怎么没有字幕了呀,0
hhhhhhhhhhhhh笑死我了这种人也有工资哈哈哈哈,1,hhhhhhhhhhhhh笑死我了这种人也有工资哈哈哈哈,0.5
总结：没钱，物价高，伴侣不诚信,0,总结没钱物价高伴侣不诚信,0
保护保护,0,保护保护,0
我们的快乐也是他们想象不到的,0,我们的快乐也是他们想象不到的,0
这滑梯？,0,这滑梯,0.5
特别清醒的快乐,0,特别清醒的快乐,0
快乐死了，你无法想象我有多快乐,0,快乐死了你无法想象我有多快乐,0
好好好！,0,好好好,0
保护,0,保护,0
肯定快乐啊,0,肯定快乐啊,0
不是情绪好不好，咱都没脾气了是不是,0,不是情绪好不好咱都没脾气了是不是,0
社會開放了，女的都不新鮮了，誰願意結婚啊，玩唄,0,社會開放了女的都不新鮮了誰願意結婚啊玩唄,0
我们家庭真的没人说女性，而且我们家庭也不是那种富裕家庭,0,我们家庭真的没人说女性而且我们家庭也不是那种富裕家庭,1
还有进步空间呀,2,还有进步空间呀,0
没钱（既答）,0,没钱既答,0
投币投币,0,投币投币,0
豪车3元优惠券,2,豪车3元优惠券,0
铁锤结婚没有？,0,铁锤结婚没有,0
豪车,2,豪车,0
哈哈哈“身边”统计学,2,哈哈哈身边统计学,1
暂停公布哈哈哈哈哈,2,暂停公布哈哈哈哈哈,1
还有这么多？,0,还有这么多,0
能预测到未来的苦难并及时在当下降低或终止风险才是当代人该有的觉悟,2,能预测到未来的苦难并及时在当下降低或终止风险才是当代人该有的觉悟,1
遥遥领先,2,遥遥领先,1
动物会在安全的情况下才会选择繁育,2,动物会在安全的情况下才会选择繁育,0.5
好好好！,0,好好好,0
如果结婚是好事的话还用得着催吗,0,如果结婚是好事的话还用得着催吗,0
怎么说都比结快乐啊想想就知道,0,怎么说都比结快乐啊想想就知道,0
判官是真的正义,2,判官是真的正义,0.5
这种种迹象不都是好事吗？,0,这种种迹象不都是好事吗,0
男女对立,2,男女对立,0.5
有没有可能，社会是多样的,0,有没有可能社会是多样的,0.5
